PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
5379,productive automation very well a a use that it not the believe,Positive,productive,automation,Twitter,2016
5380,disastrous environment this believe believe be that most think be it very,Negative,disastrous,environment,Twitter,2021
5381,productive helpful think with by on most very a I is most,Positive,productive,helpful,Instagram,2023
5382,beneficial learning that could to it that very a might is use,Positive,beneficial,learning,Instagram,2017
5383,disastrous environment on the on is believe a on the I is,Negative,disastrous,environment,Instagram,2019
5384,hopeful productive a might most on with with the very is it,Positive,hopeful,productive,Twitter,2018
5385,disastrous jobs it could beliefs this that think the could very not,Negative,disastrous,jobs,Facebook,2018
5386,unethical jobs that use most is from a believe the a be,Negative,unethical,jobs,Instagram,2020
5387,disastrous environment to by not a very on this not by be,Negative,disastrous,environment,Instagram,2018
5388,terrifying bias by by beliefs with a this be the think think,Negative,terrifying,bias,Twitter,2021
5389,innovative automation might be could with well to well might the I,Positive,innovative,automation,Facebook,2021
5390,productive learning most I beliefs very a be I believe the it,Positive,productive,learning,Facebook,2019
5391,amazing automation beliefs a not be well beliefs might might think a,Positive,amazing,automation,Twitter,2017
5392,productive learning by on that believe be that believe believe from by,Positive,productive,learning,Instagram,2019
5393,good productive on it I might very use most from believe with,Positive,good,productive,Twitter,2019
5394,productive learning on that that to the most by to it to,Positive,productive,learning,Facebook,2021
5395,beneficial helpful use might it a with I think well well this,Positive,beneficial,helpful,Instagram,2017
5396,unethical bias well use a be the with not a could might,Negative,unethical,bias,Twitter,2021
5397,good productive I to on be it very it a be beliefs,Positive,good,productive,Twitter,2023
5398,unethical environment very use might could most most that from a on,Negative,unethical,environment,Twitter,2021
5399,terrifying bias from with think the a might I on not most,Negative,terrifying,bias,Instagram,2022
5400,productive productive that is this not to most most most might could,Positive,productive,productive,Instagram,2020
5401,concerning bias is beliefs well is on that think be well might,Negative,concerning,bias,Twitter,2022
5402,terrifying creativity most very I use that think by beliefs might use,Negative,terrifying,creativity,Twitter,2019
5403,horrible inhuman beliefs this could believe from not very well a the,Negative,horrible,inhuman,Instagram,2020
5404,innovative learning this not to use from not might beliefs is very,Positive,innovative,learning,Facebook,2016
5405,unethical jobs think believe is very the is believe it think is,Negative,unethical,jobs,Instagram,2019
5406,scary creativity with it is from on the believe use think could,Negative,scary,creativity,Instagram,2024
5407,hopeful productive I be beliefs use a well beliefs beliefs could that,Positive,hopeful,productive,Twitter,2021
5408,scary creativity a it beliefs not might this most I that to,Negative,scary,creativity,Instagram,2022
5409,disastrous jobs is I it on very beliefs most by beliefs by,Negative,disastrous,jobs,Instagram,2021
5410,amazing learning on is it on use with I on very believe,Positive,amazing,learning,Twitter,2017
5411,innovative learning by from to very this that it well well from,Positive,innovative,learning,Twitter,2021
5412,beneficial productive not be beliefs most the could by not very with,Positive,beneficial,productive,Twitter,2022
5413,horrible environment most very beliefs it I I very very to beliefs,Negative,horrible,environment,Instagram,2018
5414,scary bias is most that well this that be very well by,Negative,scary,bias,Facebook,2016
5415,hopeful productive might I well that a could a the to I,Positive,hopeful,productive,Twitter,2016
5416,great helpful it believe believe beliefs with beliefs believe beliefs this beliefs,Positive,great,helpful,Twitter,2017
5417,hopeful learning I with well this well by this be by could,Positive,hopeful,learning,Instagram,2016
5418,horrible jobs this might I not I could might think use beliefs,Negative,horrible,jobs,Instagram,2020
5419,innovative helpful not this that I believe not might be not I,Positive,innovative,helpful,Twitter,2020
5420,hopeful helpful by well is believe not to not most to might,Positive,hopeful,helpful,Twitter,2023
5421,disastrous jobs very a not to might could believe most might most,Negative,disastrous,jobs,Facebook,2021
5422,beneficial helpful very be be most on could well is this think,Positive,beneficial,helpful,Facebook,2019
5423,bad jobs to this this well believe that by think the by,Negative,bad,jobs,Twitter,2023
5424,innovative learning I is is well might well the use might think,Positive,innovative,learning,Twitter,2017
5425,disastrous creativity from believe is that with I very very on use,Negative,disastrous,creativity,Facebook,2020
5426,productive helpful most is use well might very think is believe be,Positive,productive,helpful,Twitter,2024
5427,horrible jobs most with with well very from be on well this,Negative,horrible,jobs,Instagram,2018
5428,innovative learning believe I well be not beliefs could this to could,Positive,innovative,learning,Facebook,2017
5429,hopeful automation be could a the by it from use this by,Positive,hopeful,automation,Facebook,2021
5430,beneficial helpful the beliefs the it could it very to that with,Positive,beneficial,helpful,Twitter,2023
5431,scary environment it a with use it with use on not be,Negative,scary,environment,Facebook,2021
5432,great automation not believe by be most that could it not beliefs,Positive,great,automation,Instagram,2024
5433,great learning that I this on on by not with beliefs with,Positive,great,learning,Twitter,2017
5434,disastrous bias I that use I by most might believe not might,Negative,disastrous,bias,Facebook,2024
5435,disastrous creativity be is from the is could most not might might,Negative,disastrous,creativity,Instagram,2018
5436,scary creativity think might could to it the might on very beliefs,Negative,scary,creativity,Twitter,2017
5437,innovative productive to it could on believe on very with be not,Positive,innovative,productive,Facebook,2018
5438,terrifying inhuman I well might to by most by beliefs be from,Negative,terrifying,inhuman,Instagram,2018
5439,great productive be might beliefs well by believe might think might the,Positive,great,productive,Facebook,2018
5440,amazing productive is by be with be very a a might could,Positive,amazing,productive,Twitter,2019
5441,great automation that be be the believe well think well this not,Positive,great,automation,Twitter,2023
5442,terrifying creativity by could use with this most it use from very,Negative,terrifying,creativity,Facebook,2023
5443,productive automation very most with this think a might on I believe,Positive,productive,automation,Twitter,2019
5444,scary creativity it well believe not to with could on from I,Negative,scary,creativity,Facebook,2023
5445,disastrous jobs believe by might I from be a to not believe,Negative,disastrous,jobs,Facebook,2024
5446,hopeful learning believe might could I very this think use could very,Positive,hopeful,learning,Facebook,2018
5447,productive automation this be be could use be might this is believe,Positive,productive,automation,Twitter,2022
